AU:1990:CH4:  119980
AU:1990:CO2:  399908
AU:1990:N2O:   20309
AT:1990:CH4:    8333
AT:1990:CO2:   52120
AT:1990:N2O:    6218
BY:1990:CH4:   15224
BY:1990:CO2:   75207
BY:1990:N2O:   20145
BE:1990:CH4:    9660
BE:1990:CO2:  118141
BE:1990:N2O:   10913
BG:1990:CH4:   16558
BG:1990:CO2:   66604
BG:1990:N2O:   13150
CA:1990:CH4:   75706
CA:1990:CO2:  382119
CA:1990:N2O:   51365
HR:1990:CH4:    3698
HR:1990:CO2:   16152
HR:1990:N2O:    3999
CY:1990:CH4:     910
CY:1990:CO2:    4485
CY:1990:N2O:     553
CZ:1990:CH4:   17985
CZ:1990:CO2:  161139
CZ:1990:N2O:   13504
DK:1990:CH4:    5955
DK:1990:CO2:   59466
DK:1990:N2O:    9838
EE:1990:CH4:    1681
EE:1990:CO2:   27879
EE:1990:N2O:    2246
FI:1990:CH4:    6215
FI:1990:CO2:   41674
FI:1990:N2O:    8650
FR:1990:CH4:   60901
FR:1990:CO2:  367626
FR:1990:N2O:   93000
DE:1990:CH4:  108807
DE:1990:CO2: 1017136
DE:1990:N2O:   85724
GR:1990:CH4:   10652
GR:1990:CO2:   80838
GR:1990:N2O:   10229
HU:1990:CH4:   11903
HU:1990:CO2:   70462
HU:1990:N2O:   12913
IS:1990:CH4:     438
IS:1990:CO2:    3265
IS:1990:N2O:     589
IE:1990:CH4:   13683
IE:1990:CO2:   30074
IE:1990:N2O:    9140
IT:1990:CH4:   45254
IT:1990:CO2:  429213
IT:1990:N2O:   37808
JP:1990:CH4:   32476
JP:1990:CO2: 1074239
JP:1990:N2O:   29800
LV:1990:CH4:    3385
LV:1990:CO2:   -1012
LV:1990:N2O:    3973
LI:1990:CH4:      15
LI:1990:CO2:     191
LI:1990:N2O:      13
LT:1990:CH4:    5752
LT:1990:CO2:   31442
LT:1990:N2O:    7234
LU:1990:CH4:     462
LU:1990:CO2:   12277
LU:1990:N2O:     481
MT:1990:CH4:      73
MT:1990:CO2:    1862
MT:1990:N2O:      52
MC:1990:CH4:    1.84
MC:1990:CO2:     105
MC:1990:N2O:    1.80
NL:1990:CH4:   25714
NL:1990:CO2:  162229
NL:1990:N2O:   20005
NZ:1990:CH4:   26886
NZ:1990:CO2:  -12399
NZ:1990:N2O:    8259
NO:1990:CH4:    4962
NO:1990:CO2:   24733
NO:1990:N2O:    5057
PL:1990:CH4:   51847
PL:1990:CO2:  346780
PL:1990:N2O:   42115
PT:1990:CH4:   10390
PT:1990:CO2:   44591
PT:1990:N2O:    5939
RO:1990:CH4:   42947
RO:1990:CO2:  153848
RO:1990:N2O:   24521
SK:1990:CH4:    5198
SK:1990:CO2:   52721
SK:1990:N2O:    6404
SI:1990:CH4:    2122
SI:1990:CO2:   13291
SI:1990:N2O:    1280
ES:1990:CH4:   26391
ES:1990:CO2:  203995
ES:1990:N2O:   26667
SE:1990:CH4:    6987
SE:1990:CO2:   18361
SE:1990:N2O:    8190
CH:1990:CH4:    4668
CH:1990:CO2:   42677
CH:1990:N2O:    3489
TR:1990:CH4:   34054
TR:1990:CO2:   97490
TR:1990:N2O:   12217
UA:1990:CH4:  162346
UA:1990:CO2:  653328
UA:1990:N2O:   58738
US:1990:CH4:  635702
US:1990:CO2: 4277615
US:1990:N2O:  398603
