# CH4 including LULUCF in Gg CO2 equivalent
# :1990:1995:2000:2005:2010:2011:2012
Australia:119980:114309:117824:115505:112662:111962:115860
Austria:8333:7652:6677:6100:5562:5394:5306
Belarus:15224:11724:11430:13120:15227:15481:15395
Belgium:9660:9256:8231:6848:6661:6472:6392
Bulgaria:16558:10859:8669:7893:7337:7596:7224
Canada:75706:105775:96849:104793:99324:99470:100823
Croatia:3698:3096:3128:3336:3689:3648:3471
Cyprus:910:1120:1186:1277:1297:1243:1306
Czech Republic:17985:13493:11229:10656:10494:10385:10314
Denmark:5955:6102:5896:5707:5642:5578:5522
Estonia:1681:985:1028:1013:968:925:932
European Union (15):447598:428752:393496:342978:308589:301700:299074
European Union (28):606683:552325:500785:448948:413136:405372:403389
Finland:6215:6026:5340:4489:4321:4180:4140
France:60901:64280:61720:56109:54632:53309:52886
Germany:108807:91944:75078:59276:50056:48698:48708
Greece:10652:10895:11162:10217:9909:9798:9738
Hungary:11903:9285:9345:8656:8179:8023:8024
Iceland:438:458:475:478:496:481:465
Ireland:13683:13932:13420:12826:11741:11700:12076
Italy:45254:44707:46704:41501:38137:37227:37128
Japan:32476:29754:26049:22955:20720:20312:20027
Latvia:3385:1981:1724:1712:1714:1603:1668
Liechtenstein:15:14:13:15:15:16:16
Lithuania:5752:3629:3167:3384:3209:3073:3052
Luxembourg:462:470:472:453:451:434:427
Malta:73:114:125:140:174:166:104
Monaco:1.84:1.08:1.06:0.88:0.74:0.74:0.77
Netherlands:25714:24296:19931:16068:15948:15270:14953
New Zealand:26886:27821:29533:30154:28590:28675:29103
Norway:4962:5115:4954:4646:4424:4285:4229
Poland:51847:47956:45696:45067:43521:42742:43305
Portugal:10390:11587:12239:12960:12062:12171:12419
Romania:42947:30597:26425:26368:22591:22240:22256
Russian Federation:608944:475386:450567:491605:509592:525114:520763
Slovakia:5198:4625:4434:4577:4239:4274:4341
Slovenia:2122:2063:2152:2145:1921:1917:1873
Spain:26391:28273:31999:32906:32401:32385:32454
Sweden:6987:6887:6273:5785:5048:4946:4808
Switzerland:4668:4412:4027:3845:3810:3765:3727
Turkey:34054:47393:53683:52553:57303:58049:61623
Ukraine:162346:115227:92725:80109:66500:70391:66187
United Kingdom:109079:103253:89158:72450:56739:54861:52849
United States:635702:633343:600114:585749:585530:578292:567279
