AU:2011:CH4:  111962
AU:2011:CO2:  334807
AU:2011:N2O:   26219
AT:2011:CH4:    5394
AT:2011:CO2:   66458
AT:2011:N2O:    5307
BY:2011:CH4:   15481
BY:2011:CO2:   26126
BY:2011:N2O:   16657
BE:2011:CH4:    6472
BE:2011:CO2:  102933
BE:2011:N2O:    7201
BG:2011:CH4:    7596
BG:2011:CO2:   44661
BG:2011:N2O:    5131
CA:2011:CH4:   99470
CA:2011:CO2:  616538
CA:2011:N2O:   52588
HR:2011:CH4:    3648
HR:2011:CO2:   13883
HR:2011:N2O:    3556
CY:2011:CH4:    1243
CY:2011:CO2:    7474
CY:2011:N2O:     630
CZ:2011:CH4:   10385
CZ:2011:CO2:  107991
CZ:2011:N2O:    7872
DK:2011:CH4:    5578
DK:2011:CO2:   42721
DK:2011:N2O:    6149
EE:2011:CH4:     925
EE:2011:CO2:   15537
EE:2011:N2O:     979
FI:2011:CH4:    4180
FI:2011:CO2:   30903
FI:2011:N2O:    6595
FR:2011:CH4:   53309
FR:2011:CO2:  321600
FR:2011:N2O:   63501
DE:2011:CH4:   48698
DE:2011:CO2:  805862
DE:2011:N2O:   57338
GR:2011:CH4:    9798
GR:2011:CO2:   91304
GR:2011:N2O:    7210
HU:2011:CH4:    8023
HU:2011:CO2:   46138
HU:2011:N2O:    6865
IS:2011:CH4:     481
IS:2011:CO2:    3991
IS:2011:N2O:     527
IE:2011:CH4:   11700
IE:2011:CO2:   33998
IE:2011:N2O:    7361
IT:2011:CH4:   37227
IT:2011:CO2:  393585
IT:2011:N2O:   26916
JP:2011:CH4:   20312
JP:2011:CO2: 1165033
JP:2011:N2O:   20500
LV:2011:CH4:    1603
LV:2011:CO2:   -4339
LV:2011:N2O:    1958
LI:2011:CH4:      16
LI:2011:CO2:     173
LI:2011:N2O:      13
LT:2011:CH4:    3073
LT:2011:CO2:    3411
LT:2011:N2O:    4393
LU:2011:CH4:     434
LU:2011:CO2:   10699
LU:2011:N2O:     485
MT:2011:CH4:     166
MT:2011:CO2:    2661
MT:2011:N2O:      57
MC:2011:CH4:    0.74
MC:2011:CO2:      79
MC:2011:N2O:    2.75
NL:2011:CH4:   15270
NL:2011:CO2:  171370
NL:2011:N2O:    9367
NZ:2011:CH4:   28675
NZ:2011:CO2:    3594
NZ:2011:N2O:   10664
NO:2011:CH4:    4285
NO:2011:CO2:   16939
NO:2011:N2O:    3248
PL:2011:CH4:   42742
PL:2011:CO2:  289326
PL:2011:N2O:   30571
PT:2011:CH4:   12171
PT:2011:CO2:   37196
PT:2011:N2O:    4595
RO:2011:CH4:   22240
RO:2011:CO2:   62546
RO:2011:N2O:   12739
SK:2011:CH4:    4274
SK:2011:CO2:   30994
SK:2011:N2O:    3022
SI:2011:CH4:    1917
SI:2011:CO2:   11764
SI:2011:N2O:    1121
ES:2011:CH4:   32385
ES:2011:CO2:  246956
ES:2011:N2O:   24753
SE:2011:CH4:    4946
SE:2011:CO2:   12786
SE:2011:N2O:    6377
CH:2011:CH4:    3765
CH:2011:CO2:   39934
CH:2011:N2O:    3032
TR:2011:CH4:   58049
TR:2011:CO2:  284908
TR:2011:N2O:   13728
UA:2011:CH4:   70391
UA:2011:CO2:  300031
UA:2011:N2O:   31883
US:2011:CH4:  578292
US:2011:CO2: 4611853
US:2011:N2O:  417200
